WijkenEnBuurten,ID,GeregistreerdeMisdrijven_1
BU02160009,49464,109
BU02160010,49477,5
BU02160100,49503,36
BU02160101,49516,50
BU02160102,49529,36
BU02160103,49542,43
BU02160104,49555,45
BU02160105,49568,29
BU02160106,49581,49
BU02160107,49594,10
BU02160108,49607,43
BU02210100,56016,95
BU02210101,56029,25
BU02210102,56042,31
BU02210103,56055,52
BU02210104,56068,40
BU02210105,56081,16
BU02210106,56094,11
BU02210107,56107,0
BU02210108,56120,25
BU02210109,56133,0
BU02210110,56146,1
BU02220101,56185,295
BU02220102,56198,9
BU02220103,56211,35
BU02220104,56224,77
BU02220105,56237,64
BU02220106,56250,57
BU02220201,56276,58
BU02220202,56289,54
BU02220203,56302,3
BU02220204,56315,90
BU02220205,56328,40
BU02220206,56341,17
BU02220208,56354,3
BU02220301,56380,14
BU02220302,56393,13
BU02220303,56406,28
BU02220401,56432,71
BU02220402,56445,14
BU02220403,56458,18
BU02220404,56471,11
BU02220405,56484,75
BU02220406,56497,5
BU02220407,56510,3
BU02220408,56523,7
BU02220501,56549,113
BU02220502,56562,82
BU02220503,56575,62
BU02220504,56588,4
BU02220505,56601,83
BU02220601,56627,45
BU02220602,56640,72
BU02220603,56653,68
BU02220604,56666,34
BU02220605,56679,34
BU02220606,56692,38
BU02220607,56705,22
BU02220608,56718,20
BU02220609,56731,0
BU02220702,56757,9
BU02220703,56770,11
BU02220704,56783,7
BU02220705,56796,25
BU02220706,56809,12
BU02220707,56822,6
BU02220708,56835,27
BU02220709,56848,10
BU02220710,56861,10
BU02220711,56874,6
BU02220712,56887,4
BU02220713,56900,16
BU02220801,56926,16
BU02220802,56939,23
BU02220803,56952,0
BU02220804,56965,4
BU02220901,56991,3
BU02220902,57004,12
BU02220903,57017,4
BU02220904,57030,43
BU02220905,57043,115
BU02220906,57056,35
BU02220907,57069,4
BU02220908,57082,8
BU02220909,57095,2
BU02220911,57108,2
BU02221101,57134,13
BU02221102,57147,29
BU02221103,57160,6
BU02221104,57173,41
BU02221105,57186,1
BU02221106,57199,3
BU02221107,57212,2
BU02223101,57238,57
BU02223102,57251,1
BU02223103,57264,4
BU02223104,57277,5
BU02223105,57290,3
BU02223106,57303,1
BU02223107,57316,3
BU02223108,57329,1
BU02223109,57342,0
BU02223110,57355,6
BU02223111,57368,8
BU02223112,57381,27
BU02223113,57394,5
BU02250001,61294,3
BU02250101,61320,6
BU02250102,61333,14
BU02250103,61346,23
BU02250104,61359,9
BU02250105,61372,37
BU02250106,61385,17
BU02250107,61398,7
BU02250108,61411,9
BU02250109,61424,20
BU02250110,61437,3
BU02250201,61463,6
BU02250202,61476,32
BU02250203,61489,29
BU02250204,61502,12
BU02250205,61515,5
BU02250301,61541,12
BU02250302,61554,37
BU02250303,61567,2
BU02250401,61593,23
BU02250402,61606,20
BU02250501,61632,9
BU02250502,61645,18
BU02250601,61671,6
BU02250602,61684,17
BU02250603,61697,4
BU02260101,61736,179
BU02260201,61762,37
BU02260301,61788,73
BU02260302,61801,80
BU02260303,61814,49
BU02260304,61827,30
BU02260305,61840,11
BU02260306,61853,6
BU02260307,61866,15
BU02260308,61879,17
BU02260401,61905,49
BU02260402,61918,70
BU02260501,61944,29
BU02260601,61970,11
BU02280101,63439,492
BU02280102,63452,25
BU02280103,63465,25
BU02280104,63478,54
BU02280105,63491,237
BU02280201,63517,41
BU02280202,63530,97
BU02280203,63543,101
BU02280204,63556,71
BU02280205,63569,50
BU02280206,63582,81
BU02280301,63608,81
BU02280302,63621,89
BU02280303,63634,124
BU02280305,63647,97
BU02280306,63660,47
BU02280307,63673,35
BU02280401,63699,60
BU02280402,63712,34
BU02280403,63725,47
BU02280501,63751,102
BU02281001,63777,98
BU02281002,63790,115
BU02281003,63803,245
BU02281004,63816,107
BU02281101,63842,85
BU02281102,63855,38
BU02281103,63868,31
BU02281201,63894,11
BU02281202,63907,69
BU02281203,63920,152
BU02281204,63933,32
BU02281301,63959,59
BU02281302,63972,36
BU02281303,63985,7
BU02281304,63998,10
BU02281305,64011,15
BU02281306,64024,11
BU02282031,64050,22
BU02282032,64063,76
BU02282051,64076,106
BU02283001,64102,65
BU02283002,64115,66
BU02283003,64128,82
BU02283004,64141,55
BU02283031,64154,36
BU02283051,64167,18
BU02284001,64193,87
BU02284002,64206,51
BU02284003,64219,19
BU02284031,64232,40
BU02284032,64245,9
BU02284033,64258,38
BU02284034,64271,32
BU02284051,64284,35
BU02285001,64310,41
BU02285031,64323,21
BU02286001,64349,136
BU02286031,64362,30
BU02287001,64388,33
BU02287002,64401,5
BU02287031,64414,17
BU02287051,64427,4
BU02288001,64453,17
BU02288031,64466,34
BU02288051,64479,18
BU02289001,64505,34
BU02289031,64518,29
BU02289051,64531,39
BU02289052,64544,4
BU02289053,64557,15
BU03030101,60644,3
BU03030102,60657,19
BU03030103,60670,58
BU03030104,60683,36
BU03030105,60696,5
BU03030210,60722,39
BU03030211,60735,12
BU03030212,60748,40
BU03030213,60761,44
BU03030320,60787,222
BU03030321,60800,93
BU03030322,60813,16
BU03030323,60826,19
BU03030324,60839,19
BU03030430,60865,18
BU03030431,60878,11
BU03030432,60891,22
BU03030433,60904,20
BU03030434,60917,15
BU03030435,60930,8
BU03030548,60956,52
BU03030549,60969,3
BU03030550,60982,64
BU03030601,61008,7
BU03030602,61021,40
BU03030603,61034,4
BU03030604,61047,14
BU03030605,61060,46
BU03030606,61073,10
BU03030607,61086,7
BU03030608,61099,12
BU03030609,61112,2
BU03030620,61125,209
BU03030701,61151,8
BU03030702,61164,9
BU03030703,61177,28
BU03030704,61190,25
BU03030705,61203,28
BU03030706,61216,7
BU03030707,61229,0
BU03030708,61242,0
BU03030720,61255,38
BU03070100,12115,283
BU03070101,12128,77
BU03070102,12141,20
BU03070103,12154,97
BU03070104,12167,74
BU03070105,12180,136
BU03070106,12193,111
BU03070107,12206,381
BU03070108,12219,17
BU03070200,12245,117
BU03070202,12258,57
BU03070204,12271,24
BU03070300,12297,78
BU03070301,12310,40
BU03070302,12323,35
BU03070303,12336,72
BU03070304,12349,33
BU03070305,12362,57
BU03070306,12375,111
BU03070307,12388,24
BU03070308,12401,27
BU03070309,12414,7
BU03070401,12440,221
BU03070402,12453,38
BU03070504,12479,85
BU03070505,12492,70
BU03070600,12518,28
BU03070601,12531,92
BU03070603,12544,14
BU03070700,12570,71
BU03070701,12583,138
BU03070702,12596,55
BU03070800,12622,40
BU03070801,12635,68
BU03070803,12648,13
BU03070900,12674,30
BU03070902,12687,53
BU03070903,12700,52
BU03070905,12713,123
BU03070906,12726,10
BU03071000,12752,39
BU03071001,12765,66
BU03071002,12778,97
BU03071003,12791,75
BU03071004,12804,97
BU03071100,12830,21
BU03071101,12843,19
BU03071201,12869,1
BU03071202,12882,58
BU03071203,12895,44
BU03071204,12908,18
BU03071205,12921,16
BU03071300,12947,55
BU03071301,12960,54
BU03071302,12973,24
BU03071400,12999,63
BU03071401,13012,64
BU03071402,13025,52
BU03071403,13038,108
BU03071500,13064,77
BU03071501,13077,56
BU03071502,13090,33
BU03071503,13103,28
BU03071600,13129,36
BU03071601,13142,55
BU03071602,13155,37
BU03071603,13168,11
BU03071700,13194,12
BU03071701,13207,37
BU03071702,13220,19
BU03071703,13233,19
BU03071704,13246,35
BU03071705,13259,17
BU03071706,13272,22
BU03071707,13285,6
BU03071800,13311,78
BU03071801,13324,198
BU03071802,13337,21
BU03071803,13350,36
BU03071804,13363,25
BU03071900,13389,31
BU03071901,13402,23
BU03071902,13415,30
BU03071903,13428,33
BU03071904,13441,30
BU03071905,13454,13
BU03071906,13467,3
BU03072000,13493,28
BU03072001,13506,21
BU03072002,13519,24
BU03072003,13532,31
BU03072004,13545,19
BU03072005,13558,23
BU03072006,13571,5
BU03072007,13584,17
BU03072100,13610,14
BU03072101,13623,16
BU03072102,13636,14
BU03072103,13649,7
BU03072104,13662,19
BU03072105,13675,75
BU03072106,13688,23
BU03072107,13701,24
BU03072108,13714,19
BU03072201,13740,52
BU03072400,13766,67
BU03072402,13779,36
BU03072403,13792,48
BU03072404,13805,48
BU03072405,13818,38
BU03072407,13831,48
BU03072500,13857,77
BU03072501,13870,45
BU03072600,13896,23
BU03072601,13909,43
BU03072602,13922,16
BU03072603,13935,11
BU03072700,13961,1
BU03072701,13974,53
BU03072709,13987,44
BU03072800,14013,27
BU03072801,14026,16
BU03072802,14039,30
BU03072803,14052,23
BU03072804,14065,9
BU03072900,14091,28
BU03072901,14104,126
BU03072902,14117,26
BU03073000,14143,16
BU03073001,14156,25
BU03073100,14182,16
BU03073101,14195,35
BU03073102,14208,23
BU03073103,14221,39
BU03073104,14234,23
BU03073105,14247,4
BU03073106,14260,16
BU03073201,14286,1
BU03073301,14312,17
BU03073302,14325,55
BU03073303,14338,15
BU03073304,14351,2
BU03073401,14377,73
BU03073402,14390,28
BU03073403,14403,112
BU03080000,28534,114
BU03080001,28547,34
BU03080002,28560,14
BU03080003,28573,76
BU03080004,28586,24
BU03080005,28599,64
BU03080006,28612,12
BU03080007,28625,122
BU03080100,28651,34
BU03080101,28664,58
BU03080102,28677,35
BU03080103,28690,90
BU03080104,28703,30
BU03080105,28716,16
BU03080109,28729,15
BU03080200,28755,29
BU03080201,28768,17
BU03080400,28794,136
BU03080401,28807,10
BU03080500,28833,18
BU03080501,28846,24
BU03100101,38141,14
BU03100102,38154,3
BU03100201,38180,55
BU03100202,38193,13
BU03100301,38219,80
BU03100302,38232,9
BU03100303,38245,8
BU03100401,38271,36
BU03100402,38284,128
BU03100505,38310,165
BU03100601,38336,83
BU03100602,38349,89
BU03100603,38362,43
BU03100701,38388,161
BU03100702,38401,7
BU03100703,38414,9
BU03100801,38440,84
BU03100802,38453,217
BU03100803,38466,2
BU03100901,38492,153
BU03100902,38505,26
BU03100903,38518,23
BU03101001,38544,160
BU03101002,38557,59
BU03120000,45538,175
BU03120001,45551,6
BU03120008,45564,39
BU03120009,45577,71
BU03120100,45603,102
BU03120109,45616,15
BU03120200,45642,28
BU03120209,45655,11
BU03130001,45694,87
BU03130002,45707,172
BU03130003,45720,14
BU03130004,45733,44
BU03130005,45746,50
BU03130006,45759,58
BU03130007,45772,29
BU03130008,45785,20
BU03130009,45798,19
BU03130011,45811,46
BU03170210,64596,12
BU03170211,64609,0
BU03170212,64622,11
BU03170213,64635,2
BU03170214,64648,28
BU03170215,64661,14
BU03170216,64674,28
BU03170217,64687,74
BU03170218,64700,29
BU03170219,64713,57
BU03580000,1039,199
BU03580001,1052,269
BU03580004,1065,159
BU03580005,1078,36
BU03580100,1104,154
BU03580200,1130,41
BU03580201,1143,141
BU03580205,1156,195
BU03580206,1169,28
BU03610100,2924,161
BU03610101,2937,50
BU03610102,2950,63
BU03610103,2963,47
BU03610104,2976,60
BU03610105,2989,139
BU03610106,3002,76
BU03610107,3015,13
BU03610108,3028,45
BU03610109,3041,42
BU03610200,3067,55
BU03610201,3080,116
BU03610202,3093,27
BU03610203,3106,110
BU03610204,3119,74
BU03610205,3132,17
BU03610206,3145,26
BU03610208,3158,48
BU03610209,3171,36
BU03610300,3197,98
BU03610301,3210,76
BU03610302,3223,138
BU03610303,3236,145
BU03610308,3249,35
BU03610309,3262,37
BU03610400,3288,109
BU03610401,3301,168
BU03610402,3314,45
BU03610403,3327,69
BU03610404,3340,38
BU03610409,3353,164
BU03610500,3379,149
BU03610501,3392,42
BU03610502,3405,185
BU03610503,3418,61
BU03610600,3444,92
BU03610601,3457,41
BU03610602,3470,71
BU03610603,3483,101
BU03610604,3496,315
BU03610700,3522,68
BU03610701,3535,77
BU03610702,3548,38
BU03610703,3561,34
BU03610704,3574,55
BU03610709,3587,2
BU03610800,3613,621
BU03610801,3626,345
BU03610802,3639,385
BU03610803,3652,204
BU03610900,3678,9
BU03610901,3691,3
BU03610902,3704,40
BU03610903,3717,28
BU03610904,3730,13
BU03610905,3743,6
BU03610906,3756,11
BU03611000,3782,0
BU03611001,3795,15
BU03611002,3808,8
BU03611003,3821,77
BU03611004,3834,3
BU03611005,3847,8
BU03611006,3860,2
BU03611100,3886,39
BU03611101,3899,49
BU03620101,14442,64
BU03620102,14455,106
BU03620201,14481,57
BU03620202,14494,89
BU03620301,14520,111
BU03620302,14533,65
BU03620303,14546,59
BU03620304,14559,137
BU03620401,14585,463
BU03620501,14611,87
BU03620502,14624,49
BU03620601,14650,86
BU03620602,14663,61
BU03620603,14676,98
BU03620604,14689,79
BU03620701,14715,69
BU03620702,14728,11
BU03620801,14754,64
BU03620802,14767,87
BU03620803,14780,83
BU03620804,14793,127
BU03620805,14806,134
BU03620806,14819,138
BU03620901,14845,81
BU03620902,14858,54
BU03620903,14871,23
BU03620904,14884,69
BU03620905,14897,72
BU03621001,14923,62
BU03621002,14936,64
BU03621003,14949,56
BU03621004,14962,57
BU03621005,14975,61
BU03621101,15001,165
BU03621102,15014,26
BU03621103,15027,24
BU03621104,15040,46
BU03621105,15053,38
BU03621106,15066,93
BU03621201,15092,84
BU03621202,15105,35
BU03621203,15118,55
BU03621204,15131,25
BU03621301,15157,64
BU03621302,15170,56
BU03621401,15196,171
BU03621402,15209,30
BU0363AA01,15248,18
BU0363AA02,15261,134
BU0363AA03,15274,136
BU0363AA04,15287,10
BU0363AA05,15300,302
BU0363AA06,15313,269
BU0363AB01,15339,90
BU0363AB02,15352,129
BU0363AB03,15365,156
BU0363AB04,15378,124
BU0363AB05,15391,191
BU0363AB06,15404,31
BU0363AB07,15417,229
BU0363AB08,15430,61
BU0363AB09,15443,240
BU0363AB10,15456,420
BU0363AB11,15469,64
BU0363AC01,15495,126
BU0363AC02,15508,250
BU0363AC03,15521,475
BU0363AC04,15534,212
BU0363AD01,15560,1882
BU0363AD02,15573,307
BU0363AD03,15586,463
BU0363AD04,15599,306
BU0363AD05,15612,743
BU0363AD06,15625,531
BU0363AD07,15638,445
BU0363AD08,15651,242
BU0363AE01,15677,553
BU0363AE02,15690,1283
BU0363AE03,15703,657
BU0363AE04,15716,364
BU0363AE05,15729,185
BU0363AF01,15755,293
BU0363AF02,15768,194
BU0363AF03,15781,277
BU0363AF04,15794,198
BU0363AF05,15807,211
BU0363AF06,15820,274
BU0363AF07,15833,97
BU0363AF08,15846,163
BU0363AF09,15859,283
BU0363AG01,15885,225
BU0363AG02,15898,439
BU0363AG03,15911,806
BU0363AG04,15924,218
BU0363AG05,15937,250
BU0363AG06,15950,263
BU0363AH01,15976,236
BU0363AH02,15989,574
BU0363AH03,16002,207
BU0363AH04,16015,81
BU0363AH05,16028,311
BU0363AH06,16041,231
BU0363AH07,16054,139
BU0363AH08,16067,122
BU0363AJ01,16093,297
BU0363AJ02,16106,323
BU0363AJ03,16119,541
BU0363AJ04,16132,38
BU0363AK01,16158,123
BU0363AK02,16171,83
BU0363AK03,16184,91
BU0363AK04,16197,200
BU0363AK05,16210,187
BU0363AK06,16223,55
BU0363AK07,16236,163
BU0363AK08,16249,96
BU0363BA01,16275,50
BU0363BA02,16288,64
BU0363BA03,16301,33
BU0363BA04,16314,12
BU0363BA05,16327,33
BU0363BA06,16340,40
BU0363BB01,16366,64
BU0363BB02,16379,27
BU0363BB03,16392,46
BU0363BB04,16405,23
BU0363BB05,16418,7
BU0363BB06,16431,43
BU0363BB07,16444,37
BU0363BB08,16457,203
BU0363EA01,16483,372
BU0363EA02,16496,71
BU0363EA03,16509,101
BU0363EB01,16535,47
BU0363EB02,16548,11
BU0363EB03,16561,1
BU0363EB04,16574,104
BU0363EB05,16587,96
BU0363EB06,16600,72
BU0363EB07,16613,164
BU0363EB08,16626,101
BU0363EB09,16639,278
BU0363EB10,16652,61
BU0363EC01,16678,143
BU0363EC02,16691,15
BU0363ED01,16717,190
BU0363ED02,16730,101
BU0363ED03,16743,109
BU0363ED04,16756,191
BU0363EE01,16782,414
BU0363EE02,16795,225
BU0363EE03,16808,139
BU0363EE04,16821,119
BU0363EE05,16834,104
BU0363EE06,16847,176
BU0363EF01,16873,70
BU0363EF02,16886,267
BU0363EG01,16912,79
BU0363EG02,16925,33
BU0363EG03,16938,18
BU0363EG04,16951,45
BU0363EH01,16977,136
BU0363EH02,16990,161
BU0363EH03,17003,57
BU0363EH04,17016,70
BU0363EH05,17029,49
BU0363EH06,17042,103
BU0363EJ01,17068,181
BU0363EJ02,17081,68
BU0363EJ03,17094,277
BU0363EK01,17120,108
BU0363EK02,17133,42
BU0363EK03,17146,118
BU0363EK04,17159,89
BU0363EL01,17185,117
BU0363EL02,17198,173
BU0363EL03,17211,68
BU0363EM01,17237,134
BU0363EM02,17250,230
BU0363EM03,17263,86
BU0363EM04,17276,176
BU0363EN01,17302,48
BU0363EN02,17315,96
BU0363EN03,17328,59
BU0363EN04,17341,74
BU0363EP01,17367,135
BU0363EP02,17380,354
BU0363EQ01,17406,396
BU0363ER01,17432,150
BU0363ER02,17445,197
BU0363ES01,17471,92
BU0363ES02,17484,258
BU0363ES03,17497,165
BU0363ET01,17523,336
BU0363ET02,17536,128
BU0363EU01,17562,161
BU0363EU02,17575,243
BU0363EU03,17588,236
BU0363EV01,17614,87
BU0363EV02,17627,262
BU0363FA01,17653,40
BU0363FA02,17666,34
BU0363FA03,17679,214
BU0363FA04,17692,286
BU0363FA05,17705,62
BU0363FA06,17718,7
BU0363FA07,17731,77
BU0363FA08,17744,941
BU0363FB01,17770,127
BU0363FB02,17783,75
BU0363FB03,17796,195
BU0363FB04,17809,11
BU0363FB05,17822,112
BU0363FB06,17835,164
BU0363FB07,17848,134
BU0363FB08,17861,54
BU0363FC01,17887,269
BU0363FC02,17900,193
BU0363FC03,17913,182
BU0363FD01,17939,145
BU0363FD02,17952,60
BU0363FD03,17965,131
BU0363FD04,17978,336
BU0363FE01,18004,76
BU0363FE02,18017,149
BU0363FE03,18030,379
BU0363FE04,18043,65
BU0363FF01,18069,40
BU0363FF02,18082,102
BU0363FF03,18095,90
BU0363FG01,18121,115
BU0363FG02,18134,128
BU0363FG03,18147,187
BU0363FH01,18173,222
BU0363FH02,18186,339
BU0363FJ01,18212,124
BU0363FJ02,18225,165
BU0363FJ03,18238,210
BU0363FJ04,18251,299
BU0363FK01,18277,429
BU0363FK02,18290,129
BU0363FK03,18303,551
BU0363FK04,18316,88
BU0363FK05,18329,210
BU0363FL01,18355,63
BU0363FL02,18368,117
BU0363FL03,18381,250
BU0363FM01,18407,77
BU0363FM02,18420,227
BU0363FM03,18433,147
BU0363FM04,18446,293
BU0363FM05,18459,77
BU0363FM06,18472,50
BU0363FN01,18498,200
BU0363FN02,18511,256
BU0363FN03,18524,64
BU0363FN04,18537,245
BU0363FP01,18563,83
BU0363FP02,18576,201
BU0363FP03,18589,112
BU0363FP04,18602,417
BU0363FP05,18615,147
BU0363FP06,18628,135
BU0363FQ01,18654,49
BU0363FQ02,18667,74
BU0363FQ03,18680,118
BU0363FQ04,18693,32
BU0363FQ05,18706,104
BU0363FQ06,18719,65
BU0363FQ07,18732,53
BU0363FQ08,18745,21
BU0363FQ09,18758,57
BU0363FQ10,18771,149
BU0363KA01,18797,210
BU0363KA02,18810,109
BU0363KA03,18823,121
BU0363KA04,18836,133
BU0363KA05,18849,174
BU0363KA06,18862,189
BU0363KB01,18888,133
BU0363KB02,18901,93
BU0363KC01,18927,3
BU0363KC02,18940,178
BU0363KC03,18953,165
BU0363KC04,18966,150
BU0363KD01,18992,113
BU0363KD02,19005,315
BU0363KD03,19018,266
BU0363KD04,19031,314
BU0363KD05,19044,163
BU0363KD06,19057,87
BU0363KD07,19070,148
BU0363KD08,19083,268
BU0363KD09,19096,112
BU0363KD10,19109,85
BU0363KE01,19135,256
BU0363KE02,19148,352
BU0363KE03,19161,241
BU0363KE04,19174,568
BU0363KE05,19187,204
BU0363KF01,19213,303
BU0363KF02,19226,223
BU0363KF03,19239,275
BU0363KF04,19252,166
BU0363KG01,19278,95
BU0363KG02,19291,141
BU0363KG03,19304,141
BU0363KH01,19330,33
BU0363KH02,19343,233
BU0363KH03,19356,103
BU0363KH04,19369,103
BU0363KH05,19382,242
BU0363KH06,19395,106
BU0363KJ01,19421,43
BU0363KJ02,19434,160
BU0363KJ03,19447,192
BU0363KJ04,19460,164
BU0363KJ05,19473,125
BU0363KJ06,19486,118
BU0363KK01,19512,166
BU0363KK02,19525,291
BU0363KK03,19538,174
BU0363KK04,19551,148
BU0363KK05,19564,47
BU0363KK06,19577,199
BU0363KL01,19603,157
BU0363KL02,19616,207
BU0363KM01,19642,175
BU0363KM02,19655,76
BU0363KM03,19668,196
BU0363KM04,19681,120
BU0363KM05,19694,11
BU0363KN01,19720,149
BU0363KN02,19733,10
BU0363KP01,19759,571
BU0363KP02,19772,459
BU0363KP03,19785,177
BU0363KP04,19798,288
BU0363KP05,19811,127
BU0363KQ01,19837,33
BU0363KQ02,19850,33
BU0363KQ03,19863,48
BU0363KQ04,19876,284
BU0363KQ05,19889,243
BU0363KQ06,19902,160
BU0363KR01,19928,44
BU0363KR02,19941,237
BU0363KR03,19954,176
BU0363KR04,19967,103
BU0363MA01,19993,78
BU0363MA02,20006,72
BU0363MA03,20019,281
BU0363MA04,20032,185
BU0363MA05,20045,51
BU0363MA06,20058,74
BU0363MA07,20071,93
BU0363MA08,20084,14
BU0363MA09,20097,65
BU0363MA10,20110,119
BU0363MA11,20123,35
BU0363MB01,20149,169
BU0363MB02,20162,774
BU0363MB03,20175,185
BU0363MC01,20201,352
BU0363MC02,20214,164
BU0363MC03,20227,235
BU0363MC04,20240,508
BU0363MD01,20266,180
BU0363MD02,20279,319
BU0363ME01,20305,374
BU0363ME02,20318,442
BU0363ME03,20331,498
BU0363MF01,20357,252
BU0363MF02,20370,193
BU0363MF03,20383,205
BU0363MG01,20409,317
BU0363MG02,20422,18
BU0363MG03,20435,148
BU0363MG04,20448,30
BU0363MH01,20474,9
BU0363MH02,20487,213
BU0363MH03,20500,46
BU0363MH04,20513,27
BU0363MH05,20526,23
BU0363MH06,20539,36
BU0363MJ01,20565,106
BU0363MJ02,20578,42
BU0363MJ03,20591,47
BU0363MJ04,20604,134
BU0363MJ05,20617,193
BU0363MK01,20643,0
BU0363MK02,20656,0
BU0363MK03,20669,0
BU0363MK04,20682,60
BU0363MK05,20695,0
BU0363ML01,20721,98
BU0363ML02,20734,128
BU0363ML03,20747,8
BU0363MM01,20773,80
BU0363MM02,20786,209
BU0363MM03,20799,156
BU0363MM04,20812,327
BU0363MM05,20825,48
BU0363MM06,20838,46
BU0363MM07,20851,84
BU0363MM08,20864,132
BU0363MN01,20890,179
BU0363MN02,20903,115
BU0363MN03,20916,212
BU0363MN04,20929,129
BU0363MN05,20942,89
BU0363MN06,20955,119
BU0363MN07,20968,60
BU0363MN08,20981,43
BU0363MN09,20994,28
BU0363MP01,21020,12
BU0363MP02,21033,7
BU0363MP03,21046,137
BU0363MQ01,21072,109
BU0363MQ02,21085,17
BU0363MQ03,21098,32
BU0363MQ04,21111,89
BU0363MQ05,21124,224
BU0363MQ06,21137,78
BU0363MQ07,21150,131
BU0363NA01,21176,12
BU0363NA02,21189,34
BU0363NA03,21202,44
BU0363NA04,21215,78
BU0363NA05,21228,19
BU0363NA06,21241,62
BU0363NA07,21254,211
BU0363NB01,21280,61
BU0363NB02,21293,75
BU0363NB03,21306,388
BU0363NB04,21319,124
BU0363NB05,21332,137
BU0363NB06,21345,47
